qseqid	sseqid	alntmscore
Q05FG7	Q05FW3	0.8493
Q05FG7	Q05FW4	0.5388
Q05FG7	Q05FS5	0.7925
Q05FG7	Q05FQ8	0.6682
Q05FG7	Q05FV3	0.7127
Q05FG7	Q05FT5	0.8738
Q05FG7	Q05FS0	0.8604
Q05FG7	Q05FW9	0.8974
Q05FG7	Q05FR0	0.7356
Q05FG7	Q05FX4	0.1404
Q05FG7	Q05FP8	0.7341
Q05FG7	Q05FS3	0.9208
Q05FG7	Q05FI5	0.5844
Q05FG7	Q05FP2	0.7440
Q05FG7	Q05FX8	0.7551
Q05FG7	Q05FT2	0.8140
Q05FG7	Q05FY0	0.7152
Q05FG7	Q05FY6	0.6974
Q05FG7	Q05FP3	0.8412
Q05FG7	Q05FS1	0.7447
Q05FG7	Q05FV0	0.8423
Q05FG7	Q05FT0	0.8322
Q05FK1	Q05FR3	0.6126
Q05FK1	Q05FK7	0.6245
Q05FK1	Q05FT1	0.5103
Q05FK1	Q05FM4	0.3705
Q05FK1	Q05FX5	0.4545
Q05FK1	Q05FM8	0.4643
Q05FK1	Q05FT3	0.0002
Q05FK1	Q05FT4	0.6632
Q05FK1	Q05FG8	0.4686
Q05FK1	Q05FN1	0.7154
Q05FK1	Q05FS9	0.7626
Q05FK1	Q05FY4	0.6245
Q05FK1	Q05FM0	0.6083
Q05FK1	Q05FI9	0.3589
Q05FK1	Q05FL7	0.6717
Q05FK1	Q05FK6	0.2186
Q05FK1	Q05FX1	0.5901
Q05FK1	Q05FQ6	0.8022
Q05FK1	Q05FU3	0.0294
Q05FK1	Q05FL5	0.5380
Q05FK1	Q05FG7	0.7510
Q05FK1	Q05FW2	0.6996
Q05FK1	Q05FL1	0.5892
Q05FK1	Q05FW8	0.5754
Q05FK1	Q05FM2	0.7796
Q05FK1	Q05FW6	0.8405
Q05FK1	Q05FQ0	0.2076
Q05FK1	Q05FJ0	0.7581
Q05FK1	Q05FK9	0.3229
Q05FK1	Q05FU5	0.5824
Q05FK1	Q05FU6	0.7273
Q05FK1	Q05FT6	0.7175
Q05FK1	Q05FV8	0.3750
Q05FK1	Q05FY1	0.7683
Q05FK1	Q05FJ7	0.5044
Q05FK1	Q05FV7	0.5828
Q05FK1	Q05FJ2	0.7637
Q05FK1	Q05FH1	0.5258
Q05FK1	Q05FU0	0.3571
Q05FK1	Q05FH8	0.6313
Q05FK1	Q05FJ6	0.5451
Q05FK1	Q05FV4	0.6183
Q05FK1	Q05FQ5	0.6708
Q05FK1	Q05FH3	0.0001
Q05FK1	Q05FK0	0.5954
Q05FK1	Q05FH2	0.4008
Q05FK1	Q05FV6	0.7134
Q05FK1	Q05FX7	0.2750
Q05FK1	Q05FI2	0.7887
Q05FK1	Q05FU1	0.7553
Q05FK1	Q05FK3	0.7202
Q05FK1	Q05FS8	0.5533
Q05FK1	Q05FR5	0.6043
Q05FK1	Q05FV2	0.7917
Q05FK1	Q05FM3	0.3272
Q05FK1	Q05FR9	0.8062
Q05FK1	Q05FJ1	0.4577
Q05FK1	Q05FK8	0.6490
Q05FK1	Q05FG9	0.6455
Q05FK1	Q05FU7	0.7677
Q05FK1	Q05FI3	0.7925
Q05FK1	Q05FX3	0.5778
Q05FK1	Q05FW5	0.7455
Q05FK1	Q05FI1	0.4368
Q05FK1	Q05FJ9	0.5858
Q05FK1	Q05FY7	0.2684
Q05FK1	Q05FN2	0.0267
Q05FK1	Q05FX2	0.7881
Q05FK1	Q05FP6	0.6619
Q05FK1	Q05FU2	0.6359
Q05FK1	Q05FH7	0.4180
Q05FK1	Q05FX6	0.7376
Q05FK1	Q05FL3	0.5642
Q05FK1	Q05FR6	0.6837
Q05FK1	Q05FT9	0.4456
Q05FK1	Q05FP1	0.0868
Q05FK1	Q05FQ2	0.5748
Q05FK1	Q05FI7	0.7107
Q05FK1	Q05FN7	0.7071
Q05FK1	Q05FH9	0.6195
Q05FK1	Q05FY2	0.3285
Q05FK1	Q05FH0	0.5707
Q05FK1	Q05FI8	0.6466
Q05FK1	Q05FP7	0.7331
Q05FK1	Q05FG6	0.5518
Q05FK1	Q05FV1	0.1538
Q05FK1	Q05FJ4	0.4962
Q05FK1	Q05FT8	0.7395
Q05FK1	Q05FQ7	0.6595
Q05FK1	Q05FT7	0.6067
Q05FK1	Q05FX0	0.0483
Q05FK1	Q05FL4	0.4754
Q05FK1	Q05FP0	0.6227
Q05FK1	Q05FH4	0.2754
Q05FK1	Q05FF8	0.5280
Q05FK1	Q05FM6	0.5781
Q05FK1	Q05FS4	0.7620
Q05FK1	Q05FR4	0.3406
Q05FK1	Q05FF9	0.7123
Q05FK1	Q05FR1	0.8305
Q05FK1	Q05FN6	0.6329
Q05FK1	Q05FY5	0.5024
Q05FK1	Q05FX9	0.2476
Q05FK1	Q05FY3	0.8060
Q05FK1	Q05FL0	0.6299
Q05FK1	Q05FR7	0.7584
Q05FK1	Q05FL2	0.7411
Q05FK1	Q05FJ5	0.1340
Q05FK1	Q05FL8	0.2951
Q05FK1	Q05FM1	0.6692
Q05FK1	Q05FN0	0.5984
Q05FK1	Q05FS2	0.6801
Q05FK1	Q05FG5	0.8451
Q05FK1	Q05FP9	0.5459
Q05FK1	Q05FM7	0.4804
Q05FK1	Q05FK5	0.5778
Q05FK1	Q05FG4	0.6752
Q05FK1	Q05FL9	0.4828
Q05FK1	Q05FN9	0.4677
Q05FK1	Q05FS6	0.3735
Q05FK1	Q05FQ9	0.5317
Q05FK1	Q05FI6	0.5477
Q05FK1	Q05FU8	0.4322
Q05FK1	Q05FG0	0.1090
Q05FK1	Q05FR2	0.7814
Q05FK1	Q05FM5	0.6663
Q05FK1	Q05FU9	0.5572
Q05FK1	Q05FN3	0.6957
Q05FK1	Q05FN5	0.6176
Q05FK1	Q05FK4	0.4567
Q05FK1	Q05FG3	0.4404
Q05FK1	Q05FU4	0.4088
Q05FK1	Q05FW7	0.2979
Q05FK1	Q05FN4	0.5270
Q05FK1	Q05FV9	0.2891
Q05FK1	Q05FW1	0.7126
Q05FK1	Q05FJ8	0.6024
Q05FK1	Q05FP4	0.7500
Q05FK1	Q05FY8	0.4334
Q05FK1	Q05FI4	0.5400
Q05FK1	Q05FJ3	0.8489
Q05FK1	Q05FW0	0.7413
Q05FK1	Q05FG2	0.7459
Q05FK1	Q05FK2	0.2371
Q05FK1	Q05FQ4	0.8433
Q05FK1	Q05FQ1	0.7688
Q05FK1	Q05FQ3	0.6664
Q05FK1	Q05FM9	0.6664
Q05FK1	Q05FY9	0.7645
Q05FK1	Q05FH5	0.5430
Q05FK1	Q05FR8	0.6550
Q05FK1	Q05FG1	0.5192
Q05FK1	Q05FI0	0.7666
Q05FK1	Q05FL6	0.6182
Q05FK1	Q05FP5	0.6100
Q05FK1	Q05FS7	0.3978
Q05FK1	Q05FN8	0.5246
Q05FK1	Q05FV5	0.7635
Q05FK1	Q05FH6	0.5296
Q05FK1	Q05FW3	0.4283
Q05FK1	Q05FW4	0.8483
Q05FK1	Q05FS5	0.4691
Q05FK1	Q05FQ8	0.7525
Q05FK1	Q05FV3	0.6069
Q05FK1	Q05FT5	0.7346
Q05FK1	Q05FS0	0.4927
Q05FK1	Q05FW9	0.5308
Q05FK1	Q05FR0	0.3954
Q05FK1	Q05FX4	0.8642
Q05FK1	Q05FP8	0.4700
Q05FK1	Q05FS3	0.5492
Q05FK1	Q05FI5	0.5767
Q05FK1	Q05FP2	0.4933
Q05FK1	Q05FX8	0.4577
Q05FK1	Q05FT2	0.6238
Q05FK1	Q05FY0	0.7253
Q05FK1	Q05FY6	1.0000
Q05FK1	Q05FP3	0.7829
Q05FK1	Q05FS1	0.2574
Q05FK1	Q05FV0	0.7104
Q05FK1	Q05FT0	0.5285
Q05FW2	Q05FR3	0.8562
Q05FW2	Q05FK7	0.5745
Q05FW2	Q05FT1	0.7810
Q05FW2	Q05FM4	0.2620
Q05FW2	Q05FX5	0.7508
Q05FW2	Q05FM8	0.5996
Q05FW2	Q05FT3	0.3207
Q05FW2	Q05FT4	0.8458
Q05FW2	Q05FG8	0.8007
Q05FW2	Q05FN1	0.7765
Q05FW2	Q05FS9	0.7584
Q05FW2	Q05FY4	0.0715
Q05FW2	Q05FM0	0.8809
Q05FW2	Q05FI9	0.7937
Q05FW2	Q05FL7	0.6573
Q05FW2	Q05FK6	0.7458
Q05FW2	Q05FX1	0.8319
Q05FW2	Q05FQ6	0.7549
Q05FW2	Q05FU3	0.6672
Q05FW2	Q05FL5	0.8131
Q05FW2	Q05FG7	0.9145
Q05FW2	Q05FK1	0.6996
Q05FW2	Q05FL1	0.8851
Q05FW2	Q05FW8	0.5283
Q05FW2	Q05FM2	0.8171
Q05FW2	Q05FW6	0.7411
Q05FW2	Q05FQ0	0.5590
Q05FW2	Q05FJ0	0.8096
Q05FW2	Q05FK9	0.7761
Q05FW2	Q05FU5	0.5243
Q05FW2	Q05FU6	0.7212
Q05FW2	Q05FT6	0.7955
Q05FW2	Q05FV8	0.8606
Q05FW2	Q05FY1	0.8262
Q05FW2	Q05FJ7	0.5940
Q05FW2	Q05FV7	0.7637
Q05FW2	Q05FJ2	0.6997
Q05FW2	Q05FH1	0.8807
Q05FW2	Q05FU0	0.7942
Q05FW2	Q05FH8	0.8619
Q05FW2	Q05FJ6	0.7165
Q05FW2	Q05FV4	0.8030
Q05FW2	Q05FQ5	0.7143
Q05FW2	Q05FH3	0.5935
Q05FW2	Q05FK0	0.6702
Q05FW2	Q05FH2	0.7352
Q05FW2	Q05FV6	0.6675
Q05FW2	Q05FX7	0.6632
Q05FW2	Q05FI2	0.7887
Q05FW2	Q05FU1	0.8522
Q05FW2	Q05FK3	0.4197
Q05FW2	Q05FS8	0.8684
Q05FW2	Q05FR5	0.6403
Q05FW2	Q05FV2	0.7866
Q05FW2	Q05FM3	0.6633
Q05FW2	Q05FR9	0.7856
Q05FW2	Q05FJ1	0.7726
Q05FW2	Q05FK8	0.7426
Q05FW2	Q05FG9	0.8299
Q05FW2	Q05FU7	0.7233
Q05FW2	Q05FI3	0.7648
Q05FW2	Q05FX3	0.7258
Q05FW2	Q05FW5	0.8209
Q05FW2	Q05FI1	0.7903
Q05FW2	Q05FJ9	0.7444
Q05FW2	Q05FY7	0.7529
Q05FW2	Q05FN2	0.8198
Q05FW2	Q05FX2	0.6755
Q05FW2	Q05FP6	0.7695
Q05FW2	Q05FU2	0.7255
Q05FW2	Q05FH7	0.6856
Q05FW2	Q05FX6	0.8772
Q05FW2	Q05FL3	0.4908
Q05FW2	Q05FR6	0.8024
Q05FW2	Q05FT9	0.8633
Q05FW2	Q05FP1	0.6376
Q05FW2	Q05FQ2	0.8053
Q05FW2	Q05FI7	0.7226
Q05FW2	Q05FN7	0.3576
Q05FW2	Q05FH9	0.8401
Q05FW2	Q05FY2	0.7760
Q05FW2	Q05FH0	0.8171
Q05FW2	Q05FI8	0.6275
Q05FW2	Q05FP7	0.7305
Q05FW2	Q05FG6	0.6887
Q05FW2	Q05FV1	0.8059
Q05FW2	Q05FJ4	0.7892
Q05FW2	Q05FT8	0.6919
Q05FW2	Q05FQ7	0.7426
Q05FW2	Q05FT7	0.7488
Q05FW2	Q05FX0	0.7305
Q05FW2	Q05FL4	0.6868
Q05FW2	Q05FP0	0.7198
Q05FW2	Q05FH4	0.7316
Q05FW2	Q05FF8	0.7457
Q05FW2	Q05FM6	0.8085
Q05FW2	Q05FS4	0.6536
Q05FW2	Q05FR4	0.7842
Q05FW2	Q05FF9	0.8140
Q05FW2	Q05FR1	0.5707
Q05FW2	Q05FN6	0.8273
Q05FW2	Q05FY5	0.5319
Q05FW2	Q05FX9	0.8450
Q05FW2	Q05FY3	0.8252
Q05FW2	Q05FL0	0.4162
Q05FW2	Q05FR7	0.8273
Q05FW2	Q05FL2	0.4445
Q05FW2	Q05FJ5	0.5898
Q05FW2	Q05FL8	0.5101
Q05FW2	Q05FM1	0.7613
Q05FW2	Q05FN0	0.6600
Q05FW2	Q05FS2	0.6751
Q05FW2	Q05FG5	0.5749
Q05FW2	Q05FP9	0.6975
Q05FW2	Q05FM7	0.7371
Q05FW2	Q05FK5	0.5897
Q05FW2	Q05FG4	0.8511
Q05FW2	Q05FL9	0.8097
Q05FW2	Q05FN9	0.6981
Q05FW2	Q05FS6	0.6314
Q05FW2	Q05FQ9	0.7123
Q05FW2	Q05FI6	0.8406
Q05FW2	Q05FU8	0.8285
Q05FW2	Q05FG0	0.7448
Q05FW2	Q05FR2	0.8374
Q05FW2	Q05FM5	0.7330
Q05FW2	Q05FU9	0.3474
Q05FW2	Q05FN3	0.8833
Q05FW2	Q05FN5	0.8110
Q05FW2	Q05FK4	0.7219
Q05FW2	Q05FG3	0.7775
Q05FW2	Q05FU4	0.7812
Q05FW2	Q05FW7	0.8483
Q05FW2	Q05FN4	0.5397
Q05FW2	Q05FV9	0.6767
Q05FW2	Q05FW1	0.7804
Q05FW2	Q05FJ8	0.6487
Q05FW2	Q05FP4	0.6124
Q05FW2	Q05FY8	0.8288
Q05FW2	Q05FI4	0.7758
Q05FW2	Q05FJ3	0.7443
Q05FW2	Q05FW0	0.8467
Q05FW2	Q05FG2	0.6799
Q05FW2	Q05FK2	0.7994
Q05FW2	Q05FQ4	0.6688
Q05FW2	Q05FQ1	0.7312
Q05FW2	Q05FQ3	0.8551
Q05FW2	Q05FM9	0.8674
Q05FW2	Q05FY9	0.8044
Q05FW2	Q05FH5	0.6142
Q05FW2	Q05FR8	0.7280
Q05FW2	Q05FG1	0.7447
Q05FW2	Q05FI0	0.8014
Q05FW2	Q05FL6	0.8603
Q05FW2	Q05FP5	0.1038
Q05FW2	Q05FS7	0.5106
Q05FW2	Q05FN8	0.8792
Q05FW2	Q05FV5	0.8020
Q05FW2	Q05FH6	0.6207
Q05FW2	Q05FW3	0.7871
Q05FW2	Q05FW4	0.7567
Q05FW2	Q05FS5	0.8567
Q05FW2	Q05FQ8	0.7925
Q05FW2	Q05FV3	0.8367
Q05FW2	Q05FT5	0.7230
Q05FW2	Q05FS0	0.8368
Q05FW2	Q05FW9	0.6447
Q05FW2	Q05FR0	0.8131
Q05FW2	Q05FX4	0.2402
Q05FW2	Q05FP8	0.8299
Q05FW2	Q05FS3	0.7594
Q05FW2	Q05FI5	0.7498
Q05FW2	Q05FP2	0.8461
Q05FW2	Q05FX8	0.5853
Q05FW2	Q05FT2	0.6918
Q05FW2	Q05FY0	0.5384
Q05FW2	Q05FY6	0.7058
Q05FW2	Q05FP3	0.7183
Q05FW2	Q05FS1	0.7363
Q05FW2	Q05FV0	0.4927
Q05FW2	Q05FT0	0.7720
Q05FL1	Q05FR3	0.8833
Q05FL1	Q05FK7	0.7565
Q05FL1	Q05FT1	0.8177
Q05FL1	Q05FM4	0.7365
Q05FL1	Q05FX5	0.7209
Q05FL1	Q05FM8	0.8701
Q05FL1	Q05FT3	0.4131
Q05FL1	Q05FT4	0.8246
Q05FL1	Q05FG8	0.8434
Q05FL1	Q05FN1	0.8455
Q05FL1	Q05FS9	0.6219
Q05FL1	Q05FY4	0.4043
Q05FL1	Q05FM0	0.9067
Q05FL1	Q05FI9	0.8006
Q05FL1	Q05FL7	0.8548
Q05FL1	Q05FK6	0.7376
Q05FL1	Q05FX1	0.8189
Q05FL1	Q05FQ6	0.8353
Q05FL1	Q05FU3	0.8467
Q05FL1	Q05FL5	0.8544
Q05FL1	Q05FG7	0.8892
Q05FL1	Q05FK1	0.5892
Q05FL1	Q05FW2	0.8851
Q05FL1	Q05FW8	0.6114
Q05FL1	Q05FM2	0.8209
Q05FL1	Q05FW6	0.8336
Q05FL1	Q05FQ0	0.7724
Q05FL1	Q05FJ0	0.8135
Q05FL1	Q05FK9	0.9218
Q05FL1	Q05FU5	0.6832
Q05FL1	Q05FU6	0.7175
Q05FL1	Q05FT6	0.7886
Q05FL1	Q05FV8	0.7965
Q05FL1	Q05FY1	0.8496
Q05FL1	Q05FJ7	0.7902
Q05FL1	Q05FV7	0.8402
Q05FL1	Q05FJ2	0.7701
Q05FL1	Q05FH1	0.8487
Q05FL1	Q05FU0	0.8790
Q05FL1	Q05FH8	0.8998
Q05FL1	Q05FJ6	0.8221
Q05FL1	Q05FV4	0.7239
Q05FL1	Q05FQ5	0.8265
Q05FL1	Q05FH3	0.6499
Q05FL1	Q05FK0	0.7323
Q05FL1	Q05FH2	0.7583
Q05FL1	Q05FV6	0.8440
Q05FL1	Q05FX7	0.8931
Q05FL1	Q05FI2	0.8369
Q05FL1	Q05FU1	0.8800
Q05FL1	Q05FK3	0.7184
Q05FL1	Q05FS8	0.7608
Q05FL1	Q05FR5	0.8934
Q05FL1	Q05FV2	0.8212
Q05FL1	Q05FM3	0.6694
Q05FL1	Q05FR9	0.5725
Q05FL1	Q05FJ1	0.8629
Q05FL1	Q05FK8	0.7483
Q05FL1	Q05FG9	0.8144
Q05FL1	Q05FU7	0.7685
Q05FL1	Q05FI3	0.8976
Q05FL1	Q05FX3	0.9013
Q05FL1	Q05FW5	0.8547
Q05FL1	Q05FI1	0.8805
Q05FL1	Q05FJ9	0.8259
Q05FL1	Q05FY7	0.7338
Q05FL1	Q05FN2	0.8512
Q05FL1	Q05FX2	0.8442
Q05FL1	Q05FP6	0.6432
Q05FL1	Q05FU2	0.8001
Q05FL1	Q05FH7	0.7655
Q05FL1	Q05FX6	0.8807
Q05FL1	Q05FL3	0.8375
Q05FL1	Q05FR6	0.7507
Q05FL1	Q05FT9	0.9044
Q05FL1	Q05FP1	0.8143
Q05FL1	Q05FQ2	0.8609
Q05FL1	Q05FI7	0.8599
Q05FL1	Q05FN7	0.5781
Q05FL1	Q05FH9	0.8145
Q05FL1	Q05FY2	0.8056
Q05FL1	Q05FH0	0.8559
Q05FL1	Q05FI8	0.8276
Q05FL1	Q05FP7	0.8010
Q05FL1	Q05FG6	0.8853
Q05FL1	Q05FV1	0.8863
Q05FL1	Q05FJ4	0.8760
Q05FL1	Q05FT8	0.7376
Q05FL1	Q05FQ7	0.8553
Q05FL1	Q05FT7	0.8621
Q05FL1	Q05FX0	0.8583
Q05FL1	Q05FL4	0.8447
Q05FL1	Q05FP0	0.9094
Q05FL1	Q05FH4	0.8367
Q05FL1	Q05FF8	0.8515
Q05FL1	Q05FM6	0.7789
Q05FL1	Q05FS4	0.8627
Q05FL1	Q05FR4	0.7702
Q05FL1	Q05FF9	0.8470
Q05FL1	Q05FR1	0.7125
Q05FL1	Q05FN6	0.7363
Q05FL1	Q05FY5	0.7010
Q05FL1	Q05FX9	0.8601
Q05FL1	Q05FY3	0.8821
Q05FL1	Q05FL0	0.7005
Q05FL1	Q05FR7	0.8449
Q05FL1	Q05FL2	0.8976
Q05FL1	Q05FJ5	0.7288
Q05FL1	Q05FL8	0.4427
Q05FL1	Q05FM1	0.8816
Q05FL1	Q05FN0	0.7545
Q05FL1	Q05FS2	0.9171
Q05FL1	Q05FG5	0.8563
Q05FL1	Q05FP9	0.7519
Q05FL1	Q05FM7	0.8633
Q05FL1	Q05FK5	0.8985
Q05FL1	Q05FG4	0.8674
Q05FL1	Q05FL9	0.8763
Q05FL1	Q05FN9	0.6100
Q05FL1	Q05FS6	0.8417
Q05FL1	Q05FQ9	0.8339
Q05FL1	Q05FI6	0.8258
Q05FL1	Q05FU8	0.9013
Q05FL1	Q05FG0	0.8000
Q05FL1	Q05FR2	0.8206
Q05FL1	Q05FM5	0.6959
Q05FL1	Q05FU9	0.8543
Q05FL1	Q05FN3	0.8690
Q05FL1	Q05FN5	0.8136
Q05FL1	Q05FK4	0.8402
Q05FL1	Q05FG3	0.8858
Q05FL1	Q05FU4	0.8099
Q05FL1	Q05FW7	0.9069
Q05FL1	Q05FN4	0.8044
Q05FL1	Q05FV9	0.8790
Q05FL1	Q05FW1	0.8554
Q05FL1	Q05FJ8	0.8165
Q05FL1	Q05FP4	0.7775
Q05FL1	Q05FY8	0.9075
Q05FL1	Q05FI4	0.7778
Q05FL1	Q05FJ3	0.7398
Q05FL1	Q05FW0	0.8244
Q05FL1	Q05FG2	0.8294
Q05FL1	Q05FK2	0.7733
Q05FL1	Q05FQ4	0.8254
Q05FL1	Q05FQ1	0.8307
Q05FL1	Q05FQ3	0.7710
Q05FL1	Q05FM9	0.4043
Q05FL1	Q05FY9	0.8909
Q05FL1	Q05FH5	0.8840
Q05FL1	Q05FR8	0.8387
Q05FL1	Q05FG1	0.8092
Q05FL1	Q05FI0	0.8482
Q05FL1	Q05FL6	0.8447
Q05FL1	Q05FP5	0.7922
Q05FL1	Q05FS7	0.8651
Q05FL1	Q05FN8	0.4465
Q05FL1	Q05FV5	0.7216
Q05FL1	Q05FH6	0.8579
Q05FL1	Q05FW3	0.8622
Q05FL1	Q05FW4	0.7425
Q05FL1	Q05FS5	0.8498
Q05FL1	Q05FQ8	0.8941
Q05FL1	Q05FV3	0.8237
Q05FL1	Q05FT5	0.8225
Q05FL1	Q05FS0	0.6581
Q05FL1	Q05FW9	0.8600
Q05FL1	Q05FR0	0.8300
Q05FL1	Q05FX4	0.4840
Q05FL1	Q05FP8	0.8130
Q05FL1	Q05FS3	0.9019
Q05FL1	Q05FI5	0.7057
Q05FL1	Q05FP2	0.4943
Q05FL1	Q05FX8	0.8205
Q05FL1	Q05FT2	0.8710
Q05FL1	Q05FY0	0.7970
Q05FL1	Q05FY6	0.7332
Q05FL1	Q05FP3	0.8097
Q05FL1	Q05FS1	0.7085
Q05FL1	Q05FV0	0.7292
Q05FL1	Q05FT0	0.8128
Q05FW8	Q05FR3	0.8024
Q05FW8	Q05FK7	0.8298
Q05FW8	Q05FT1	0.6752
Q05FW8	Q05FM4	0.4771
Q05FW8	Q05FX5	0.8237
Q05FW8	Q05FM8	0.7102
Q05FW8	Q05FT3	0.3211
Q05FW8	Q05FT4	0.6487
Q05FW8	Q05FG8	0.8257
Q05FW8	Q05FN1	0.8407
Q05FW8	Q05FS9	0.6243
Q05FW8	Q05FY4	0.3474
Q05FW8	Q05FM0	0.8042
Q05FW8	Q05FI9	0.5775
Q05FW8	Q05FL7	0.5546
Q05FW8	Q05FK6	0.7360
Q05FW8	Q05FX1	0.8458
Q05FW8	Q05FQ6	0.8683
Q05FW8	Q05FU3	0.8165
Q05FW8	Q05FL5	0.7044
Q05FW8	Q05FG7	0.8817
Q05FW8	Q05FK1	0.5754
Q05FW8	Q05FW2	0.5283
Q05FW8	Q05FL1	0.6114
Q05FW8	Q05FM2	0.8452
Q05FW8	Q05FW6	0.8594
Q05FW8	Q05FQ0	0.7275
Q05FW8	Q05FJ0	0.8349
Q05FW8	Q05FK9	0.8096
Q05FW8	Q05FU5	0.8201
Q05FW8	Q05FU6	0.7283
Q05FW8	Q05FT6	0.7979
Q05FW8	Q05FV8	0.7249
Q05FW8	Q05FY1	0.7373
Q05FW8	Q05FJ7	0.7724
Q05FW8	Q05FV7	0.7783
Q05FW8	Q05FJ2	0.7064
Q05FW8	Q05FH1	0.6131
Q05FW8	Q05FU0	0.6842
Q05FW8	Q05FH8	0.8569
Q05FW8	Q05FJ6	0.6682
Q05FW8	Q05FV4	0.8171
Q05FW8	Q05FQ5	0.8413
Q05FW8	Q05FH3	0.3751
Q05FW8	Q05FK0	0.5806
Q05FW8	Q05FH2	0.7072
Q05FW8	Q05FV6	0.5881
Q05FW8	Q05FX7	0.6423
Q05FW8	Q05FI2	0.7705
Q05FW8	Q05FU1	0.7161
Q05FW8	Q05FK3	0.3973
Q05FW8	Q05FS8	0.8510
Q05FW8	Q05FR5	0.7792
Q05FW8	Q05FV2	0.7160
Q05FW8	Q05FM3	0.7996
Q05FW8	Q05FR9	0.8754
Q05FW8	Q05FJ1	0.6665
Q05FW8	Q05FK8	0.6288
Q05FW8	Q05FG9	0.6977
Q05FW8	Q05FU7	0.7183
Q05FW8	Q05FI3	0.7993
Q05FW8	Q05FX3	0.8525
Q05FW8	Q05FW5	0.8297
Q05FW8	Q05FI1	0.8626
Q05FW8	Q05FJ9	0.8364
Q05FW8	Q05FY7	0.6718
Q05FW8	Q05FN2	0.6335
Q05FW8	Q05FX2	0.7129
Q05FW8	Q05FP6	0.4719
Q05FW8	Q05FU2	0.1736
Q05FW8	Q05FH7	0.7631
Q05FW8	Q05FX6	0.7380
Q05FW8	Q05FL3	0.2603
Q05FW8	Q05FR6	0.8125
Q05FW8	Q05FT9	0.7833
Q05FW8	Q05FP1	0.6042
Q05FW8	Q05FQ2	0.6480
Q05FW8	Q05FI7	0.4866
Q05FW8	Q05FN7	0.6633
Q05FW8	Q05FH9	0.8275
Q05FW8	Q05FY2	0.7737
Q05FW8	Q05FH0	0.7227
Q05FW8	Q05FI8	0.3529
Q05FW8	Q05FP7	0.7316
Q05FW8	Q05FG6	0.5830
Q05FW8	Q05FV1	0.8518
Q05FW8	Q05FJ4	0.6568
Q05FW8	Q05FT8	0.7903
Q05FW8	Q05FQ7	0.7748
Q05FW8	Q05FT7	0.7263
Q05FW8	Q05FX0	0.8616
Q05FW8	Q05FL4	0.6958
Q05FW8	Q05FP0	0.8976
Q05FW8	Q05FH4	0.8117
Q05FW8	Q05FF8	0.7460
Q05FW8	Q05FM6	0.6994
Q05FW8	Q05FS4	0.6782
Q05FW8	Q05FR4	0.4092
Q05FW8	Q05FF9	0.8296
Q05FW8	Q05FR1	0.8501
Q05FW8	Q05FN6	0.7896
Q05FW8	Q05FY5	0.6460
Q05FW8	Q05FX9	0.4696
Q05FW8	Q05FY3	0.8467
Q05FW8	Q05FL0	0.3065
Q05FW8	Q05FR7	0.8603
Q05FW8	Q05FL2	0.8089
Q05FW8	Q05FJ5	0.4958
Q05FW8	Q05FL8	0.6774
Q05FW8	Q05FM1	0.8061
Q05FW8	Q05FN0	0.7930
Q05FW8	Q05FS2	0.8162
Q05FW8	Q05FG5	0.8112
Q05FW8	Q05FP9	0.7198
Q05FW8	Q05FM7	0.4989
Q05FW8	Q05FK5	0.6444
Q05FW8	Q05FG4	0.8502
Q05FW8	Q05FL9	0.7243
Q05FW8	Q05FN9	0.8712
Q05FW8	Q05FS6	0.8211
Q05FW8	Q05FQ9	0.7724
Q05FW8	Q05FI6	0.5680
Q05FW8	Q05FU8	0.8248
Q05FW8	Q05FG0	0.7066
Q05FW8	Q05FR2	0.7885
Q05FW8	Q05FM5	0.6337
Q05FW8	Q05FU9	0.7200
Q05FW8	Q05FN3	0.8429
Q05FW8	Q05FN5	0.7533
Q05FW8	Q05FK4	0.7869
Q05FW8	Q05FG3	0.8854
Q05FW8	Q05FU4	0.8496
Q05FW8	Q05FW7	0.8683
Q05FW8	Q05FN4	0.5612
Q05FW8	Q05FV9	0.8032
Q05FW8	Q05FW1	0.7165
Q05FW8	Q05FJ8	0.6503
Q05FW8	Q05FP4	0.7181
Q05FW8	Q05FY8	0.7376
Q05FW8	Q05FI4	0.7101
Q05FW8	Q05FJ3	0.8129
Q05FW8	Q05FW0	0.7212
Q05FW8	Q05FG2	0.8636
Q05FW8	Q05FK2	0.7323
Q05FW8	Q05FQ4	0.7533
Q05FW8	Q05FQ1	0.8672
Q05FW8	Q05FQ3	0.8286
Q05FW8	Q05FM9	0.8602
Q05FW8	Q05FY9	0.8445
Q05FW8	Q05FH5	0.8243
Q05FW8	Q05FR8	0.4176
Q05FW8	Q05FG1	0.8671
Q05FW8	Q05FI0	0.7747
Q05FW8	Q05FL6	0.5407
Q05FW8	Q05FP5	0.4677
Q05FW8	Q05FS7	0.8228
Q05FW8	Q05FN8	0.7500
Q05FW8	Q05FV5	0.7428
Q05FW8	Q05FH6	0.7307
Q05FW8	Q05FW3	0.6319
Q05FW8	Q05FW4	0.2476
Q05FW8	Q05FS5	0.7831
Q05FW8	Q05FQ8	0.7845
Q05FW8	Q05FV3	0.7968
Q05FW8	Q05FT5	0.7475
Q05FW8	Q05FS0	0.6403
